,open,high,low,close,volume,dividends,stock_splits
2017-12-29,19.250999450683594,19.395000457763672,19.121999740600586,19.195999145507812,51876000,0.0,0.0
2018-01-02,19.610000610351562,20.165000915527344,19.54199981689453,20.10700035095215,109669000,0.0,0.0
2018-01-03,20.204999923706055,20.621000289916992,20.149999618530273,20.5049991607666,85914000,0.0,0.0
2018-01-04,20.6200008392334,20.704999923706055,20.399999618530273,20.562999725341797,60296000,0.0,0.0
2018-01-05,20.725000381469727,21.00200080871582,20.55900001525879,20.999000549316406,70332000,0.0,0.0
2018-01-08,21.00200080871582,21.25,20.8439998626709,21.204999923706055,55802000,0.0,0.0
2018-01-09,21.211000442504883,21.29800033569336,20.858999252319336,20.930999755859375,61259000,0.0,0.0
2018-01-10,20.756999969482422,21.36400032043457,20.69099998474121,21.25200080871582,59515000,0.0,0.0
2018-01-11,21.429000854492188,21.774999618530273,21.334999084472656,21.724000930786133,76595000,0.0,0.0
2018-01-12,21.718000411987305,22.2549991607666,21.600000381469727,22.12299919128418,81994000,0.0,0.0
2018-01-16,22.423999786376953,22.60700035095215,21.719999313354492,22.152999877929688,135161000,0.0,0.0
2018-01-17,22.100000381469727,22.114999771118164,21.631999969482422,21.75,91231000,0.0,0.0
2018-01-18,22.034000396728516,22.058000564575195,21.655000686645508,22.033000946044922,82253000,0.0,0.0
2018-01-19,22.274999618530273,22.349000930786133,21.850000381469727,22.04599952697754,105486000,0.0,0.0
2018-01-22,22.200000762939453,22.77899932861328,22.1200008392334,22.757999420166016,177033000,0.0,0.0
2018-01-23,25.5049991607666,25.770999908447266,24.802000045776367,25.02899932861328,277053000,0.0,0.0
2018-01-24,25.08799934387207,26.17099952697754,24.930999755859375,26.1299991607666,173524000,0.0,0.0
2018-01-25,26.299999237060547,27.229999542236328,26.023000717163086,26.969999313354492,153364000,0.0,0.0
2018-01-26,27.14900016784668,27.459999084472656,26.875999450683594,27.459999084472656,110218000,0.0,0.0
2018-01-29,27.420000076293945,28.680999755859375,27.392000198364258,28.458999633789062,175297000,0.0,0.0
2018-01-30,27.700000762939453,28.273000717163086,27.270000457763672,27.8799991607666,124829000,0.0,0.0
2018-01-31,28.194000244140625,28.229000091552734,26.95800018310547,27.030000686645508,116951000,0.0,0.0
2018-02-01,26.641000747680664,27.19499969482422,26.33799934387207,26.506999969482422,96690000,0.0,0.0
2018-02-02,26.299999237060547,27.062000274658203,26.270999908447266,26.743000030517578,91236000,0.0,0.0
2018-02-05,26.200000762939453,26.790000915527344,25.003000259399414,25.426000595092773,118961000,0.0,0.0
2018-02-06,24.770000457763672,26.670000076293945,24.5,26.57200050354004,125958000,0.0,0.0
2018-02-07,26.658000946044922,27.2450008392334,26.433000564575195,26.45599937438965,89815000,0.0,0.0
2018-02-08,26.70800018310547,26.761999130249023,25.0,25.010000228881836,93067000,0.0,0.0
2018-02-09,25.385000228881836,25.579999923706055,23.611000061035156,24.94700050354004,169069000,0.0,0.0
2018-02-12,25.214000701904297,25.915000915527344,24.899999618530273,25.795000076293945,85349000,0.0,0.0
2018-02-13,25.729000091552734,26.141000747680664,25.469999313354492,25.82699966430664,68552000,0.0,0.0
2018-02-14,26.047000885009766,26.988000869750977,26.033000946044922,26.600000381469727,109720000,0.0,0.0
2018-02-15,27.003000259399414,28.049999237060547,26.76300048828125,28.027000427246094,107597000,0.0,0.0
2018-02-16,27.87299919128418,28.195999145507812,27.569000244140625,27.851999282836914,83124000,0.0,0.0
2018-02-20,27.77400016784668,28.58099937438965,27.660999298095703,27.854999542236328,77690000,0.0,0.0
2018-02-21,28.207000732421875,28.663999557495117,28.000999450683594,28.104000091552734,93711000,0.0,0.0
2018-02-22,28.38800048828125,28.450000762939453,27.44499969482422,27.81399917602539,88915000,0.0,0.0
2018-02-23,28.100000381469727,28.600000381469727,27.7810001373291,28.593000411987305,73018000,0.0,0.0
2018-02-26,28.875,29.565000534057617,28.701000213623047,29.416000366210938,102686000,0.0,0.0
2018-02-27,29.476999282836914,29.736000061035156,29.05900001525879,29.06100082397461,94165000,0.0,0.0
2018-02-28,29.309999465942383,29.575000762939453,29.077999114990234,29.13800048828125,76535000,0.0,0.0
2018-03-01,29.274999618530273,29.524999618530273,28.382999420166016,29.038999557495117,119321000,0.0,0.0
2018-03-02,28.46500015258789,30.118000030517578,28.322999954223633,30.104999542236328,133453000,0.0,0.0
2018-03-05,30.28499984741211,31.69099998474121,29.760000228881836,31.5,189861000,0.0,0.0
2018-03-06,31.988000869750977,32.57899856567383,31.649999618530273,32.52199935913086,185258000,0.0,0.0
2018-03-07,32.0,32.374000549316406,31.454999923706055,32.11600112915039,171322000,0.0,0.0
2018-03-08,32.220001220703125,32.29199981689453,31.413000106811523,31.700000762939453,113401000,0.0,0.0
2018-03-09,32.132999420166016,33.14400100708008,32.02299880981445,33.14400100708008,145002000,0.0,0.0
2018-03-12,33.35599899291992,33.39799880981445,31.860000610351562,32.130001068115234,203692000,0.0,0.0
2018-03-13,32.387001037597656,32.58399963378906,31.327999114990234,31.58799934387207,129172000,0.0,0.0
2018-03-14,31.81599998474121,32.38800048828125,31.770000457763672,32.154998779296875,104751000,0.0,0.0
2018-03-15,32.31700134277344,32.34000015258789,31.81399917602539,32.10900115966797,56429000,0.0,0.0
2018-03-16,32.141998291015625,32.4109992980957,31.836999893188477,31.844999313354492,73337000,0.0,0.0
2018-03-19,31.579999923706055,31.700000762939453,30.733999252319336,31.347999572753906,99252000,0.0,0.0
2018-03-20,31.326000213623047,31.950000762939453,31.280000686645508,31.75,59919000,0.0,0.0
2018-03-21,31.635000228881836,31.940000534057617,31.451000213623047,31.648000717163086,52639000,0.0,0.0
2018-03-22,31.30699920654297,31.41200065612793,30.56599998474121,30.670000076293945,80633000,0.0,0.0
2018-03-23,30.740999221801758,30.937000274658203,30.035999298095703,30.0939998626709,95299000,0.0,0.0
2018-03-26,30.93600082397461,32.10300064086914,30.200000762939453,32.03499984741211,119883000,0.0,0.0
2018-03-27,32.249000549316406,32.290000915527344,29.700000762939453,30.069000244140625,120686000,0.0,0.0
2018-03-28,29.839000701904297,29.8799991607666,28.160999298095703,28.57699966430664,189729000,0.0,0.0
2018-03-29,28.700000762939453,29.53499984741211,27.59000015258789,29.53499984741211,191455000,0.0,0.0
2018-04-02,29.194000244140625,29.28700065612793,27.5049991607666,28.02899932861328,134058000,0.0,0.0
2018-04-03,28.545000076293945,29.125,27.801000595092773,28.367000579833984,126949000,0.0,0.0
2018-04-04,27.363000869750977,29.0310001373291,27.121999740600586,28.893999099731445,129140000,0.0,0.0
2018-04-05,29.315000534057617,29.916000366210938,28.910999298095703,29.39699935913086,106552000,0.0,0.0
2018-04-06,28.90999984741211,29.885000228881836,28.565000534057617,28.885000228881836,114448000,0.0,0.0
2018-04-09,29.177000045776367,29.954999923706055,28.91200065612793,28.993000030517578,98536000,0.0,0.0
2018-04-10,29.76799964904785,29.895000457763672,29.16900062561035,29.80699920654297,106605000,0.0,0.0
2018-04-11,30.288000106811523,31.163999557495117,30.18199920654297,30.367000579833984,148774000,0.0,0.0
2018-04-12,30.972000122070312,31.113000869750977,30.674999237060547,30.924999237060547,102494000,0.0,0.0
2018-04-13,31.729000091552734,31.749000549316406,30.822999954223633,31.165000915527344,120466000,0.0,0.0
2018-04-16,31.599000930786133,31.610000610351562,30.399999618530273,30.777999877929688,203079000,0.0,0.0
2018-04-17,32.965999603271484,33.86199951171875,32.37699890136719,33.60599899291992,338665000,0.0,0.0
2018-04-18,33.630001068115234,33.88199996948242,33.11000061035156,33.45199966430664,112211000,0.0,0.0
2018-04-19,33.28799819946289,33.53099822998047,32.676998138427734,33.27000045776367,84388000,0.0,0.0
2018-04-20,33.22200012207031,33.6510009765625,32.599998474121094,32.777000427246094,91587000,0.0,0.0
2018-04-23,32.915000915527344,33.12200164794922,31.70800018310547,31.868999481201172,89680000,0.0,0.0
2018-04-24,31.922000885009766,32.025001525878906,30.231000900268555,30.70199966430664,138932000,0.0,0.0
2018-04-25,30.636999130249023,30.99799919128418,29.261999130249023,30.576000213623047,149197000,0.0,0.0
2018-04-26,31.0,31.663000106811523,30.558000564575195,31.398000717163086,92667000,0.0,0.0
2018-04-27,31.625,31.7450008392334,30.649999618530273,31.176000595092773,70744000,0.0,0.0
2018-04-30,31.10700035095215,31.788000106811523,31.011999130249023,31.246000289916992,60888000,0.0,0.0
2018-05-01,31.035999298095703,31.347999572753906,30.66900062561035,31.329999923706055,60366000,0.0,0.0
2018-05-02,31.165000915527344,31.709999084472656,31.040000915527344,31.336000442504883,56971000,0.0,0.0
2018-05-03,31.259000778198242,31.259000778198242,30.572999954223633,31.16900062561035,61358000,0.0,0.0
2018-05-04,30.871000289916992,32.097999572753906,30.767000198364258,32.00899887084961,82095000,0.0,0.0
2018-05-07,32.19900131225586,32.902000427246094,31.93400001525879,32.625999450683594,71178000,0.0,0.0
2018-05-08,32.59000015258789,32.73500061035156,32.30500030517578,32.68899917602539,47357000,0.0,0.0
2018-05-09,32.87900161743164,33.19499969482422,32.750999450683594,33.029998779296875,56334000,0.0,0.0
2018-05-10,33.150001525878906,33.20600128173828,32.73400115966797,32.959999084472656,53023000,0.0,0.0
2018-05-11,32.96500015258789,33.125999450683594,32.48699951171875,32.645999908447266,45897000,0.0,0.0
2018-05-14,32.724998474121094,33.04999923706055,32.70399856567383,32.85300064086914,40898000,0.0,0.0
2018-05-15,32.59400177001953,32.694000244140625,32.24300003051758,32.612998962402344,47461000,0.0,0.0
2018-05-16,32.62799835205078,32.97200012207031,32.513999938964844,32.819000244140625,36717000,0.0,0.0
2018-05-17,32.75299835205078,33.04499816894531,32.31700134277344,32.52199935913086,49357000,0.0,0.0
2018-05-18,32.4900016784668,32.641998291015625,32.279998779296875,32.417999267578125,35777000,0.0,0.0
2018-05-21,32.71099853515625,33.1879997253418,32.54499816894531,33.18199920654297,66573000,0.0,0.0
2018-05-22,33.404998779296875,33.66299819946289,33.1150016784668,33.1619987487793,59644000,0.0,0.0
2018-05-23,32.90399932861328,34.5,32.808998107910156,34.47200012207031,100491000,0.0,0.0
2018-05-24,34.433998107910156,35.400001525878906,34.11199951171875,34.92900085449219,147586000,0.0,0.0
2018-05-25,34.9900016784668,35.43600082397461,34.882999420166016,35.12900161743164,78174000,0.0,0.0
2018-05-29,35.150001525878906,35.61000061035156,34.67100143432617,34.972999572753906,97179000,0.0,0.0
2018-05-30,35.23699951171875,35.400001525878906,34.92599868774414,35.354000091552734,56855000,0.0,0.0
2018-05-31,35.380001068115234,35.553001403808594,35.020999908447266,35.15999984741211,69217000,0.0,0.0
2018-06-01,35.38800048828125,35.999000549316406,35.28200149536133,35.99300003051758,71123000,0.0,0.0
2018-06-04,36.268001556396484,36.29999923706055,35.55099868774414,36.180999755859375,76820000,0.0,0.0
2018-06-05,36.332000732421875,36.983001708984375,36.14099884033203,36.58000183105469,83580000,0.0,0.0
2018-06-06,36.77799987792969,36.96799850463867,36.33300018310547,36.744998931884766,77123000,0.0,0.0
2018-06-07,36.854000091552734,36.869998931884766,35.779998779296875,36.13999938964844,82780000,0.0,0.0
2018-06-08,35.805999755859375,36.23899841308594,35.625,36.05699920654297,52257000,0.0,0.0
2018-06-11,36.1879997253418,36.56700134277344,36.090999603271484,36.14500045776367,44324000,0.0,0.0
2018-06-12,36.36000061035156,36.597999572753906,36.20000076293945,36.382999420166016,42910000,0.0,0.0
2018-06-13,36.75299835205078,38.42499923706055,36.4109992980957,37.99300003051758,182228000,0.0,0.0
2018-06-14,38.426998138427734,39.50299835205078,38.32500076293945,39.2869987487793,145983000,0.0,0.0
2018-06-15,39.07099914550781,39.88600158691406,38.750999450683594,39.198001861572266,135881000,0.0,0.0
2018-06-18,38.77199935913086,39.316001892089844,38.650001525878906,39.040000915527344,68248000,0.0,0.0
2018-06-19,38.95000076293945,40.52899932861328,38.849998474121094,40.49800109863281,166971000,0.0,0.0
2018-06-20,41.51499938964844,41.946998596191406,40.959999084472656,41.67599868774414,164946000,0.0,0.0
2018-06-21,42.13800048828125,42.32099914550781,40.637001037597656,41.54399871826172,183899000,0.0,0.0
2018-06-22,41.99800109863281,42.04999923706055,40.96500015258789,41.10900115966797,104286000,0.0,0.0
2018-06-25,40.46900177001953,40.5989990234375,37.875,38.448001861572266,224909000,0.0,0.0
2018-06-26,39.327999114990234,40.47800064086914,38.904998779296875,39.93899917602539,151912000,0.0,0.0
2018-06-27,40.75600051879883,41.159000396728516,39.0,39.03900146484375,165414000,0.0,0.0
2018-06-28,39.5,39.689998626708984,38.709999084472656,39.54199981689453,122199000,0.0,0.0
2018-06-29,39.91899871826172,40.132999420166016,39.05500030517578,39.143001556396484,92525000,0.0,0.0
2018-07-02,38.54499816894531,39.8380012512207,38.0,39.81800079345703,81425000,0.0,0.0
2018-07-03,39.94900131225586,39.99800109863281,38.95000076293945,39.051998138427734,52803000,0.0,0.0
2018-07-05,39.380001068115234,39.92399978637695,39.08599853515625,39.8390007019043,84489000,0.0,0.0
2018-07-06,39.744998931884766,40.8650016784668,39.551998138427734,40.82500076293945,86296000,0.0,0.0
2018-07-09,41.595001220703125,41.9119987487793,41.11000061035156,41.89699935913086,111275000,0.0,0.0
2018-07-10,41.7239990234375,41.944000244140625,41.30799865722656,41.5629997253418,93829000,0.0,0.0
2018-07-11,41.13399887084961,41.97700119018555,41.060001373291016,41.8650016784668,97139000,0.0,0.0
2018-07-12,41.51599884033203,41.67900085449219,40.779998779296875,41.349998474121094,127433000,0.0,0.0
2018-07-13,40.91899871826172,41.0,39.507999420166016,39.58000183105469,157190000,0.0,0.0
2018-07-16,39.89799880981445,40.33599853515625,39.17499923706055,40.04800033569336,229600000,0.0,0.0
2018-07-17,34.69499969482422,38.5,34.400001525878906,37.948001861572266,584104000,0.0,0.0
2018-07-18,38.124000549316406,38.3129997253418,37.236000061035156,37.51300048828125,217463000,0.0,0.0
2018-07-19,37.10599899291992,37.57500076293945,36.29999923706055,36.42300033569336,168787000,0.0,0.0
2018-07-20,36.492000579833984,37.04999923706055,36.013999938964844,36.10499954223633,150967000,0.0,0.0
2018-07-23,35.915000915527344,36.38999938964844,35.36000061035156,36.26599884033203,115052000,0.0,0.0
2018-07-24,36.694000244140625,36.7400016784668,35.45600128173828,35.731998443603516,128515000,0.0,0.0
2018-07-25,35.75699996948242,36.327999114990234,35.564998626708984,36.2869987487793,84678000,0.0,0.0
2018-07-26,35.819000244140625,36.55400085449219,35.66299819946289,36.308998107910156,69937000,0.0,0.0
2018-07-27,36.685001373291016,36.70000076293945,35.165000915527344,35.520999908447266,89495000,0.0,0.0
2018-07-30,35.19300079345703,35.202999114990234,33.402000427246094,33.49599838256836,182607000,0.0,0.0
2018-07-31,33.1510009765625,34.25,32.79999923706055,33.744998931884766,140854000,0.0,0.0
2018-08-01,33.58700180053711,34.441001892089844,33.402000427246094,33.8380012512207,77905000,0.0,0.0
2018-08-02,33.722999572753906,34.5,33.47100067138672,34.45000076293945,71313000,0.0,0.0
2018-08-03,34.775001525878906,34.7859992980957,33.847999572753906,34.308998107910156,88484000,0.0,0.0
2018-08-06,34.2869987487793,35.198001861572266,34.17399978637695,35.09199905395508,81981000,0.0,0.0
2018-08-07,35.323001861572266,35.73099899291992,34.9010009765625,35.18299865722656,79709000,0.0,0.0
2018-08-08,35.22100067138672,35.229000091552734,34.6609992980957,34.76100158691406,53947000,0.0,0.0
2018-08-09,34.79600143432617,35.24399948120117,34.582000732421875,34.93600082397461,48203000,0.0,0.0
2018-08-10,34.691001892089844,34.90999984741211,34.44200134277344,34.58700180053711,43284000,0.0,0.0
2018-08-13,33.98899841308594,34.71900177001953,33.90700149536133,34.13100051879883,68889000,0.0,0.0
2018-08-14,34.20899963378906,34.24100112915039,33.625,33.749000549316406,58052000,0.0,0.0
2018-08-15,33.40299987792969,33.54999923706055,32.099998474121094,32.63999938964844,117845000,0.0,0.0
2018-08-16,32.9900016784668,33.117000579833984,32.12099838256836,32.24399948120117,66897000,0.0,0.0
2018-08-17,31.900999069213867,32.4370002746582,31.29599952697754,31.67799949645996,104079000,0.0,0.0
2018-08-20,31.464000701904297,33.15999984741211,31.093000411987305,32.77299880981445,135911000,0.0,0.0
2018-08-21,33.099998474121094,34.150001525878906,32.970001220703125,33.801998138427734,147832000,0.0,0.0
2018-08-22,33.8489990234375,34.62099838256836,33.74100112915039,34.444000244140625,89307000,0.0,0.0
2018-08-23,34.81100082397461,35.007999420166016,33.76499938964844,33.91699981689453,113364000,0.0,0.0
2018-08-24,34.599998474121094,35.915000915527344,34.45399856567383,35.88199996948242,147291000,0.0,0.0
2018-08-27,36.71500015258789,37.44900131225586,36.0,36.45800018310547,174273000,0.0,0.0
2018-08-28,36.722999572753906,36.999000549316406,36.03799819946289,36.8489990234375,92226000,0.0,0.0
2018-08-29,36.720001220703125,36.986000061035156,36.29100036621094,36.80400085449219,81187000,0.0,0.0
